ID,Thought,Distortion,Distortion_ID
1288,"I want him to be happy, and if that means breaking up with me that’s fine, but I don’t think that breaking up will make him any happier, because he cries at the thought of it and hasn’t made any motion to dump me yet..",Fortune Telling,4
1289,I don’t think this will ever stop.  I deeply regret it but I don’t want anyone to think that they could get away with tormenting me.,Fortune Telling,4
1290,"I felt invalid and unloved, and one day, I came to realize this was true.   I thought it was all my fault, even if I’d been told it wasn’t. ",Labeling,3
1291,"Lately, it has turned into OCD characterized by intrusive thoughts of guilt and shame over many things. I have often wondered if there is a memory that I have long-suppressed from my childhood that has been a root cause for my issues.",Personalizing,8
1292,"I also have substance abuse problems, Im irrational and impulsive, and making common decisions is difficult.  The thought of seeking actual help, I know what I feel isn’t normal, but I fear what will become of me or my family if I go and completely honest.",Labeling,3
1293,I don’t think anyone in the world would hate or judge me more than I do myself and deservedly so.,Personalizing,8
1294,"Im afraid to talk to people and when I’m around people I feel like my soul leaves my body and I start having an “episode”, where I freak out and feel like I’m literally going to die.  I’m so scared all the time because I dwell on the thought of “am I actually alive or not?”.",Fortune Telling,4
1295,"I lost everything in 2008 including the ability to control my actions, for years my emotions ran everything.",Overgeneralizing,2
1296,In the last appointment my GP asked me if I was suicidal and I went off on her pointing out that she was only asking to cover her own ass and that I knew if I said yes it would mean her calling an ehs crew to come and restrain me (the one thing that I’d told her earlier would make me violent).,Mind Reading,5
1297,"I knew something was shady so I confronted him and told him not to lie, but he proceeded to and was going to fake the whole thing FOR A PICTURE.",Mind Reading,5
1298,I have a good job that I (kinda) enjoy but recently I feel like everyone that I work with is waiting for me to mess up. I don’t have much confidence in myself as it and always feel like everyone is judging me.,Mind Reading,5
1299,I am crippled by loneliness. Mainly because my behaviors are antisocial and disgusting.,Personalizing,8
1300,"I cant talk right, not even when Im alone.",Should Statements,7
1301,"And I’m disgusted by this because I want to finish stuff, but then I don’t.",Personalizing,8
1302,"This is my first shot in corporate world and since I am a survivor of repeated child sexual abuse, I have very low self esteem, trust and sharing issues I already am not sure if I will be able to survive in this cut throat world.  Everything haunts me and I hate myself and when a guy even for wrong reasons said he likes me, I melted.",Fortune Telling,4
1303,Since I lived with my mother alone I have had loops of everything she used to tell me I was growing up- all leading up to “no one will love me if I don’t try really really hard to maintain their love”.,Fortune Telling,4
1304,I deal with my emotions in front of other people and affect them instead of dealing with my emotions in private.,Personalizing,8
1305,"Every time she does something that irritates me i get really angry and start to breath heavy and have the need to break things, after that i start to cry and whisper to myself “I hate her, i hate her.”",Catastrophizing,10
1306,"I am constantly becoming angry over very little things and sometimes I notice that I am angry for no reason at all. It is usually a very intense anger and I feel as it controls me and I mostly cannot control it. It is like every little thing sets me off into a rage and I make very poor decisions such as punching something, breaking something or throwing something.",Catastrophizing,10
1307,"They are recovering from anorexia (very underweight) and body dysmorphic disorder, as well as depression and hints of bipolar disorder but are acting selfish, cruel, irrational, entitled.",Labeling,3
1308,"Now that I’m writing this all down, it’s making me sound like some kind of deformed, basement-dwelling freak.",Labeling,3
1309,"I could not tell anyone for fear of his reaction, I am aware of what I see, what I feel .. but there are times when I confuse hallucinations with the real world, these “imaginary friends” tell me to do and say things such as attacking another person, insult, hurt me physically it.",Mind Reading,5
1310,I’m afraid people can hear what i’m thinking and they’re all just trying to hide it from me.,Mind Reading,5
1311,But i always had the same problem: at some point i was becoming a person no one paid interest to or even tried to ignore me.  The second problem i face–i cant concentrate at all.,Overgeneralizing,2
1312,"A good example: if anything makes me angry–trivial or truly important, I might put on a wild, embarrassing, very inappropriate, and very unhealthy display of rage.",Catastrophizing,10
1313,Also I’m stressed out with this but also with my mom who is a smoker and heavy soda drinker my father is doing some time and recovering from drug addiction. A lot of family is like this. I want my parents to be around awhile so I can afford to give them the life they never had or never gave my younger brother and me. My relationship with my brother and mother isn’t good either. I don’t have any friends or girlfriend.,Disqualifying the Positive,9
1314,"However, the thought keeps bothering me that I am just seeking attention.",Personalizing,8
1315,"I cannot seem to get out of bed, the very thought of facing the world every day makes me cry and debate my life.  I hate myself. I cannot function in any social situation and now I can’t even seem to do any simple task anymore.",Catastrophizing,10
1316,I feel like I am cursed for life.,Fortune Telling,4
1317,"It’s been so scary to go to sleep at night, because I’ve been afraid of not waking up in the morning.   I’m afraid (not meaning to be graphic) but I’m afraid that I’m going to be possessed and hurt myself in my sleep.  I’m absolutely terrified, I’m afraid that I’m going to die or develop some kind of psychosis. ",Emotional Reasoning,6
1318,"I know this is completely inappropriate, and I want to get passed it.",Should Statements,7
1319,"To make matters worse, I’ve completely lost the ability to empathize with others, or rather, I can’t remember the last time I’ve felt empathy towards anyone.  I noticed my issue upon a death within the family, throughout the entire process I didn’t feel anything, at points I even tried to force myself to feel as I thought I would be a horrible for not doing so.",Overgeneralizing,2
1320,I feel always that people are watching me.,Mind Reading,5
1321,"First, I’ve always had a ton of stress, depression, and anxiety from being raised by dysfunctional parents (which persists), along with other things.",Labeling,3
1322,I just feel like I have no control over anything… it’s like I’m just always supposed to be on… I never have time for myself… I’m always either studying or working or listening to my mother’s problems with her ex-husband.,Emotional Reasoning,6
1323,"Thats not to say that i’m a perfectionist , the work i’m in now is far from impressive, nor is any other aspect in my life, in short to say that i’m a failure is a understatement.despite all this, i still feel that i’m the same person, i should be better , i should be in a better work position , i should be more outing , but i’m none of these and fear I never will be; simply because all of the things i’ve done so far are no good if i’m just going to remain in the same position.",Should Statements,7
1324,I was diagnosed with venous leak by a urologist. I had a complete nervous breakdown. I spent night after night hyper-ventilating and wishing for death as I felt totally worthless and very suicidal. It was all I thought about and it ruined me. I dropped out of university as I couldn’t focus on my work with my misery and obsessive intrusive thoughts.,Catastrophizing,10
1325,"I’m 17 now and should be off to university next year, but I’m so scared I don’t know if I should. I have a history of depression, really bad self-esteem, and I know I show many symptoms of OCD and anxiety, specifically GAD. The thought of going to university at this point terrifies me as I am worrying that all of my problems will get worse and worse to the point that I can’t cope anymore.",Should Statements,7
1326,"I’m an 8th grade boy, I hope I won’t be judged differently or ignored because I am under 18.",Mind Reading,5
1327,"My downfall started when I was 16, and was coerced into having sex with a 20-year-old guy I wasn’t even into. From there I had several more casual encounters. I acted like I wanted it, and was proud of “being a slut”, but to be honest I died a little on the inside every time.",Labeling,3
1328,I’m 30 and have never experienced the feeling of being embarrassed or shame.,Overgeneralizing,2
1329,"I’d like to seek treatment for previously diagnosed mental illness along with ones I suspect I may have, but I feel like I won’t be able to be successful with my parents constantly making me feel like my illnesses are made-up or just an excuse.",Fortune Telling,4
1330,"She is sad because her knee hurts and she is frightened to go for a surgery although she has so much trouble walking, nobody helps around the house, my grandma visits her everyday and drives her crazy, dad is so messy and unhelpful, and many other things that she calls me everyday to nag about.",Overgeneralizing,2
1331,"I always feel like I am fat. I always think of worst case scenarios, for example, my husband will leave to go to the store and I’ll worry that he’ll get in car accident. I worry a lot that my children will hate me when their older. When ever someone asks me for advice I am always negative. I get angry over nothing. I hate it. Anything will set me off such as just having to repeat myself will make me extremely upset. I have a hard time falling asleep at night because I am afraid someone will brake in and kill me while I’m sleeping. I will think about a situation over and over in my head and I have to tell my self constantly to stop thinking about it because I get so upset mostly thinking that I looked like an idiot.",Fortune Telling,4
1332,"I was terrified of what people thought about me, and I still am. And because of that I avoid people, even my classmates.",Mind Reading,5
1333,"Ok, someting very strange I have noticed is that I’m unable to visualize my therpaists face (no problem recognizing her) it is truly bizare as I have no problem with anyone else I know, I have an excellent memory and very good 3D visio-spacial, I’m very good at visualizing situations I’ve been in and can visualize people in meetings from months ago even having only seen them once. I’ve sat looking at this lady for over 15 hours now but draw a complete blank when attempting to visualise what she looks like (unless I’m in the session of course!) — There is definitely some strange stuff going on subconsciously I think.",Catastrophizing,10
1334,"A month later, he brought another woman into my home and proceeded to be sexual with her while another of his friends was visiting. There is something wrong with me that this would go on.  I have no one I can trust. I tried to be a good woman.This has me so confused and I think I am crazy, now.",Personalizing,8
1335,"I’m so confused with my own mentality, one side of me loves to be alone and would avoid meeting and maintaining relationships with friends or putting any effort into these friendships at all. I guess this is because I don’t like to compromise on my daily routine or in life …so selfishly, if I meet with someone it will be because I want to. Which is rare.",Labeling,3
1336,"I find that even on the Celexa, I am very moody and quick to anger. I find that little things just send me into a negative mood and for the rest of the day, I am just grumpy all the time.Some days are good, but I find the most days I am grumpy and no fun to be around.When I take a medical marijuana pill, I feel like a veil is removed and the person I should be is present (not stoned, just enough to remove the pain). I am nice, I am not as stressed, I am able to show the emotions I wish I could every day. I just feel like the person I should always be. When not on my medical marijuana, I again am anxious, quick to anger, grumpy, the idea of going to the store is a chore, everything becomes a chore. I really want to know why I cannot be the man who can show emotion to his family and not be such a downer. I really want to find out what I can do to get past my issues and be the man my family deserves.",Should Statements,7
1337,"Is this “normal” or do I have a dysfunction? Sometimes, over nothing, after working myself up into almost unnoticeable stress — even to me — I lose it.",All-or-Nothing Thinking,1
1338,"When I was about 4-5 yrs old, a boy about 7 would take me into the closet and under the bed and take my pants down and touch me and put objects in my undies and say I had to leave it there for awhile. My memory of the rest is pretty hazy. But we were both just kids so it must be my fault just as much as his?",Personalizing,8
1339,"I seem to alter my personality in mirror of who is with me. I feel like a different person, even if I don’t talk when I am around others. When I am alone I act more comfortably, more like myself; a little emotionless.",Catastrophizing,10
1340,It is making me feel emotionally broken. And it is killing my self esteem. I exercise and meditate but with insomnia it feels like nothing is helping. Not even those strong pills.,Emotional Reasoning,6
1341,"From childhood, I’ve always been the kid nobody likes.",Overgeneralizing,2
1342,I have never really had a feeling of hopelessness or sadness as I wanted to get back to the life and activities my chronic illness was preventing me from. Fast forward to now and I no longer feel motivated or excited by anything and I have this overwhelming feeling of regret that I could have avoided the situation I am in.,Overgeneralizing,2
1343,My current bf went out of town & kept blatantly choosing things other than me that were hurtful.oo drunk & the ex fingered me. I didn’t even kiss him. I stopped him before things went to far & had him get me an uber ride home.,Disqualifying the Positive,9
1344,"I’m 15 and I don’t know why but I want to feel sad, I want to feel depressed. I have no idea why. Other sites have said its for me to pity myself, but I hate doing that. I just want to sit on my bed and cry over nothing sometimes. Is there something wrong with me? I always tell myself “you just want to have attention” but I’m not that kind of person. I hate it when people talk to me, and ask me questions, and basically give me any attention. And I think that’s why I’m having such a hard time find a source that helps me understand what is wrong with me. I mean, my life isn’t perfect, my mom is not supportive and is barley a parent. And I make that my excuse for myself to be sad. I don’t know what else to say, I don’t know why I want to be sad, or why I act the way I do. I just want to know what is wrong with me.",Labeling,3
1345,"It’s a sad, hopeless feeling like I can’t connect with people or maybe don’t want to. I’m known to be a very quiet person and have very few friends. When I was younger I really wanted to have a best friend but didn’t really know how so I never did. When I felt like I had a good friendship with someone they always seemed to have found someone else that was more fun. Regarding friendships, I feel like I’ve given up even trying to connect because it’s never worked for me before.",Personalizing,8
1346,I have tried to commit suicide twice and I blame my mother for it. I think she is a terrible person who doesn’t love me or anyone but herself.,Personalizing,8
1347,"He wants me to hold him most of the time, he has to be in control even over me and doesn’t do well with transitioning.",Mind Reading,5
1348,So much that I’m driving myself crazy ruminating about my childhood trying to find answers. I thought all of my anxiety had started after smoking pot and experiencing derealization when I was 14 but now after breaking my threshold and seeing back farther I’ve had major anxiety my whole life overthinking everything like back as far as I can go even little 4 year old me I can remember always being low or afraid of something always thinking the worst obsess obsess obsess that’s all I can remember. Now the excersize has been helping tremendously and I could do better at winding down and sleeping appropriately but it feels like if I had this as a child maybe ocd is all I am and my whole life has revolved around it so it’ll never get solved .,Personalizing,8
1349,"We are only now realizing that many of our trials in life have been a result of her abandonment, lies, narcissism, and reluctance to acknowledge her hypochondria (which nearly frightened us to death as kids)or seek therapy for her own survivor’s guilt from when her own mother was killed by a drunk driver.",Labeling,3
1350,"Anyway I got over it but from long ago I always talk to myself it’s something usual for me and I think it’s normal but what made it stop being normal was when I started thinking that I have an other me inside of myself who wants to get me and hurt me and do all it can just to break me. Well they aren’t big deal just stuff I as a religious person don’t do or forbidden to do. However, I never let it show in public but sometimes I snap and talk to myself in public and everyone looks at me in a weird way. I know can’t even trust my own thoughts. I’m scared to be loosing my sanity.",Should Statements,7
1351,"I’ve been feeling a lot but not enough at the same time. I go through a lot of emotions but I can’t recognize them, and a lot of what I do feels disconnected and bland. I don’t enjoy what I used to, and even when I think I’m enjoying something, I don’t feel strongly enough about it.",All-or-Nothing Thinking,1
1352,"I knew something was wrong for years, but I figured I was just complaining — other people need help more than I do. Is there something actually wrong with my head? Or am I just complaining? Is going to get help worth it? Or will they tell me to suck it up? Advice?",Mind Reading,5
1353,My ex husbands GF is changing the way I parent my children.,Personalizing,8
1354,"It starts with a sharp, adrenaline charged feeling in my head that becomes a tingling or numbness somewhere else, such as in my hands or in my face, or sometimes it feels like it’s manifesting inside of my head.",Emotional Reasoning,6
1355,"ive had a deep seeded hate and anger with me for the better part of my adulthood. cant tell when this started, only know ive had it for a long time. it drives me, keeps me aware and has pushed me to do better sometimes. though most of the time it shuts me out of life around me and builds back on its self.",Emotional Reasoning,6
1356,"And since I’m the one he speaks to the most, he comes to me and starts talking about his “wrath” and “uncontrollable anger” and, honestly, I didn’t think he’d do much but I kept B away from him just in case.",Catastrophizing,10
1357,"I have always resisted the idea of dating and being in a relationship. And don’t get me wrong, I’ve had a handful of crushes growing up and a couple have been mutual. But my fear of dating is so intense that I panic and cope by becoming mean and closed off to make them change their minds.I’m sure the way I was raised has something to do with this fear. My dad was a neglectful drunk who burdened me with his marital problems. It had a negative effect on me and caused a lot of anxiety and depression episodes. Could I have developed PTSD from that? And because of his drinking I now have no meaningful relationship with him. I don’t even love him. I honestly fear ending up with someone like him. I also fear I’ve waited so long to get in the dating game that I feel a lot of shame and embarrassment.",Labeling,3
1358,"He moved abroad for work when I was 12 and we have had very little communication since (approx. 4 visits home in the last 20 years and the occasional email or text) I have long accepted that this is just the way he is and feel OK with the situation, however, after having children myself, I do not understand how he could be OK with not seeing us, knowing his grandchildren etc.",Mind Reading,5
1359,"Hello, I am 22 years old, I suffer from bad anxiety and I’ve been terrified of developing schizophrenia all of my life, I went through a period of my life a few years ago where I had awful anxiety, and I would hear what sounded like police sirens inside my head from time to time, eventually when my anxiety lessened, the noise went away.",Disqualifying the Positive,9
1360,"I’m constantly looking into symptoms, I believe I have some of the ones listed. ",Emotional Reasoning,6
1361,"Another thing is I take my transgressions toward others very seriously, when I feel like I’ve don’t something wrong, or let someone down I really take it to heart because I don’t want to be the cause of someone’s disappointment. ",Personalizing,8
1362,"No one he loves, but he’s afraid that if he lets out his emotions the thing will take over and he will snap one day for a short time and do something irreversible.",Fortune Telling,4
1363,"However, I feel that when we lived apart we had sex because we felt like we were “supposed to” more than because we felt inspired to. ",Should Statements,7
1364,I’ve felt like this since I was 16. I feel empty inside and it’s almost a constant thing. I have tried to ignore the feeling but it didn’t work. I can’t remember the last time I really felt something.,Disqualifying the Positive,9
1365,I sometimes feel that my dad will go bankrupt because of me. I have so many dreams but they seem impossible now.,Personalizing,8
1366,I am in a solid relationship with a man who is quite a bit older than me.,Disqualifying the Positive,9
1367,I see him I don ‘t believe I need this lame ugly pill to balance my mood or in his words to keep me from relapsing it’s been 7 months since I quit taking them & no problems so should I tell my doctor that since they are not really psycologists could I ask for a psyc evaluation,Emotional Reasoning,6
1368,"Now, for some reason, my mind thinks everything is somehow a threat to me. ",Disqualifying the Positive,9
1369,"I’ve been looking and i can’t seem to find a question like this, but i don’t know why i consider myself as “unattractive.” I’m a 15 y/o boy in high school and I always feel like i look so hideous, but people keep trying to tell me that I’m not.",Labeling,3
1370,"No matter the situation, he gets completely overwhelmed, starts thinking about the worst possible outcome, and stresses himself out.",Emotional Reasoning,6
1371,In the past few weeks I have seen both of my doctors and didn’t feel like wasting their time with this.,Personalizing,8
1372,"Everything I try to succeed in I fail because I’m not good enough. I don’t feel attractive after having our children in 2012, 2013. I don’t feel successful, everything that is mine has gone to shit and I’ve lost a sense of self.",Labeling,3
1373,"In the past, I have tried to tell him how his actions made me feel, and how it affected me, but he responded with defensiveness and I ended up feeling worse, like everything was my fault. ",Personalizing,8
1374,"I am certain about the BPD and ADHD, but I think I might actually have MPD (not GAD and BD2) and I’m concerned.",Emotional Reasoning,6
1375,I started hating myself since 1 year ago and it just keeps getting worse.,Disqualifying the Positive,9
1376,"I’ve loved reading ever since I was young, and I used to be able to read an entire book in one day, but now it seems like the words make no sense to me and I often have to read things over and over again just to understand simple sentences.",Should Statements,7
1377,"I can’t get anything done, I can’t focus on important things, because that makes me think about myself, which leads to me feeling worthless and hateful of myself. I want to scream it at them, but I fear how they would judge me. ",All-or-Nothing Thinking,1
1378,"Hey, I’m suffering here from my skinny body and I cant move on with this issue, last week I had to meet a guy who was talking online with me and had to meet up finally in real life, once I met him and went back home he changed with me I think because of my very skinny body, I don’t know what to do because im really hurting deep inside and I feel like I will never gain weight and have feminine body, also if I were in his situation I would never accept a person with ugly body like me , im writing now and my tears fell down because I really hope I would find confidence and find my beautiful soul , now we are talking to each other but I feel like he doesn’t want to show me that he didn’t accept me or find me different from the image he was thinking about when we didn’t meet up in the last,",All-or-Nothing Thinking,1
1379,"I’m a person with various failed friendships, usually i get very close to someone but the friendship only last for like a year, and i always end up thinking that i’m kinda replaceable because for the other person is easier to find new friends. ",Labeling,3
1380,I eventually lose any instinct to segue to sexual activity and instead prefer emotional comfort and intimacy.,Should Statements,7
1381,My self-confidence lowered in time and now I feel like empty shell and completely worthless as human.,Labeling,3
1382,I feel like it is not worth the trouble of dealing with and this just drives me deeper in since the lack of work ethic makes the future even harder to deal with.,All-or-Nothing Thinking,1
1383,He had a delusion the cops all knew him as “Nate Dawg.”,Mind Reading,5
1384,He is an amazing guy who obviously loves and cares about me a lot.,Disqualifying the Positive,9
1385,Everyday I feel my life is being wasted.,Disqualifying the Positive,9
1386,"My wife believes that the neighbors are conspiring against us — to the point of thinking they have bugged the house, are meeting in secret to organize “patrols” to annoy us, are sneaking around the property to listen to us… have bugged our car… are driving up and down the road to spy on us.",Emotional Reasoning,6
1387,"My mom doesn’t approve of us living together so I am afraid she will end our mother daughter relationship because she’s threatened it before. To this day she treats me horribly compared to my brother and sister even though I try hard not to start fights with her, I’m very quiet and passive which I guess she hates? ",Mind Reading,5
1388,One of my therapist I literally feel he kidnapped me from my body with my mother and created an induced schizophrenia and rape us.,Emotional Reasoning,6
1389,I always feel like someone is going to hurt me and I am extremely guarded.,Emotional Reasoning,6
1390,"Another issue is Both, my parents and girlfriend seem to think that they’re more important than what I want to accomplish in my life and expect me to do everything they want.",Mind Reading,5
1391,Literally nothing makes her genuinely happy. Always mopey.,Disqualifying the Positive,9
1392,I’ve gone to them many times and told them they are being too controlling and I even broke down during one of our “talks” and told them I’ve been depressed and self harming a little but they haven’t seemed to care. All they’ve cared about is that I’m nowhere near that “alternative lifestyle.”,Mind Reading,5
1393,I have an IQ of 150 and I heard that high IQ individuals usually stay up late.,Emotional Reasoning,6
1394,I feel incredibly sorry about everything I have done to push him away in the relationship.,Personalizing,8
1395,"If you allow it and take it, then you feel bad like you owe them or they start calling and coming around with weird requests they feel you have to do because you took the gift.",Personalizing,8
1396,I feel like I can’t handle a normal long term relationship.,Overgeneralizing,2
1397,"I’ve stolen from places and people and now sober I still don’t care. – I often feel spacey, like I’m here but I’m not.",Disqualifying the Positive,9
1398,"I tell myself it doesn’t really matter because I’d always planned to kill myself by the time I was 30 anyway. It would be a huge mistake not to go to this school because it’s an amazing opportunity, but I’m afraid I’m making the wrong decision with my life.",Disqualifying the Positive,9
1399,"I know I’m insane, nothing will change the psychopathy in my deranged soul. ",All-or-Nothing Thinking,1
1400,My parents can get quite strict and I don’t want to tell any of my friends because they would tell a teacher or my parents and that’s just not what I want.,Mind Reading,5
1401,"Also, he gets very angry for no reason at me or my husband or people that have not directly done anything to harm him. He can get angry from the slightest thing. He seems to have trouble sleeping, and he says it is from thinking of something really said or worrying, and he cannot stop thinking about it. Girls do not hang out with him, but with many of the richer more popular boys, they like. ",Disqualifying the Positive,9
1402,"One is the same age as me and one is around 19 or 20 and they both have their own names and personalities, similar to what I experienced when I was younger. Now, however, I’m noticing that I’m becoming more and more forgetful of what I’ve done and sometimes what I’m in the process of doing.",Emotional Reasoning,6
1403," I’m also scared to tell my parents because I don’t want them to worry much, because then they might go to my school and then it’ll become a big issue which I don’t want.",Mind Reading,5
1404,"I had a really bad childhood full of neglect , abuse, abandonment and family mental illnesses. I always had anxiety as a child but was able to mask it as I thought people would think there was something wrong with me.",Disqualifying the Positive,9
1405,Been a nightmare since I moved here.,Disqualifying the Positive,9
1406,"All the day, I would keep worrying about all these problems, which would give me butterflies.",Disqualifying the Positive,9
1407,"How did I let things get to such a bad outcome? I don’t know. I suffer from a serious case of laziness and inconsistency. I know I have the potential to do great things, I still get involved in too much endeavors but I can’t produce results. I still don’t know why. The why that made me lie to my friends and family because it would be a shock to them that i didn’t succeed. I don’t know to extract myself from all this. I really don’t. Help me, doctor.",Labeling,3
1408,"I’ve been impulsive and doing things that I regret later; smoking a lot more than usual, drinking all the time and trying other harder drugs like Xanax and coke(once) but thats weird for me because I’ve always thought of myself as weed only. I’ve also been hooking up with a lot more guys which is weird for me because I’ve always been kind of afraid of and have never been in a relationship and am very self conscious but I keep hooking up with guys I don’t care about.",Labeling,3
1409,I’m a 17 year old guy and a high school student and my problem is everyone is hostile toward me. I have no actual friends and even school idiots ridicule me.,Labeling,3
1410,I find myself constantly frustrated beyond words and the worst part is I have no idea why. I have tried to figure what I am mad or frustrated about but have no idea what it is.,Disqualifying the Positive,9
1411,I hate myself for it but I can’t control my anger. I have a really low self esteem and don’t value myself at all.,All-or-Nothing Thinking,1
1412,"My moods fluctuate from normal, to withdrawn/depressed, to excited, to crying, to screaming mad and scary irritable.",Disqualifying the Positive,9
1413,I have always had passing feelings that our marriage and entire life was all just a cover up for her actions to protect her reputation.,Mind Reading,5
1414," i get angry, very fast, it doesn’t take that much for me to want to kill someone. i cant controll anything about me, i have alot of anxiety, too much, i can over react. ",Catastrophizing,10
1415,"I have fake through and made some fake acquaintences in classes like science or p.e. in middle school I was bullied a lot and was called ugly, fat, and similar thing and have been told to kill myself almost every day in middle school. ",Labeling,3
1416," I have contemplated suicide, but not because I was depressed but because my life is routine and routine is boring and being bored is probably one of the worst feelings. ",Disqualifying the Positive,9
1417,"I have a terrible fear of going insane. I feel as though im slipping into madness everyday. Then my own voice when i was very concentrated on thinking about it while walking at work poped in my head almost like instant words said “can you even ride good”. This scared me and cause alot of anxiety and still does when i think about it. I Knew it was my innervoice but i felt like i lost control and my mind blurted out without me doing it. Ive never had a person that wasn’t there speaking to me, or hear whispers. Just that i feel like i get so zoned out in something else that i mistake my subconscious thinking into hearing voice. (My own voice not someone elses. I dont feel like thoughts are being placed in my head or supernatural stuff). This has only happened once or twice when im really obsessing over something.",Emotional Reasoning,6
1418,Everything was perfect except the fact that he was cheating on his girlfriend with me and our relationship was a secret.,Disqualifying the Positive,9
1419,"I feel (as the internet describes) depersonalized (DP/DR) it started off terrible being the only thing on my mind but now I don’t think about it and I am able to live my life. However.. I still feel different, as if something has changed the way I feel and view reality. Although I can ignore it and get on with my life; I still feel like this ‘not real feeling’ is a black cloud that has improved but may not ever go away.",Disqualifying the Positive,9
1420,I’m a person that struggles a lot when it comes to socialization. I’m afraid of making new friends or acquaintances out of fear they’ll just use me and discard me when I’m not useful anymore.,Fortune Telling,4
1421,I never developed social skills growing up. I cannot and have never been able to maintain eye contact. I’ve never been able to understand the unwritten ‘social rules’ that other people just seem to know.,Should Statements,7
1422,I also feel like I am missing out on some life experience because I have spent my 20s with him (we started dating when I was 21).,Should Statements,7
1423,Lately I have been extremely unhappy for no apparent reason. I feel empty almost all the time. It is like nothing can give me genuine joy anymore.,Disqualifying the Positive,9
1424,"That’s when a weird feeling in my head started. It’s difficult to describe-maybe as if I didn’t get enough sleep (and I sleep more than I used to) or like tension. I’m also nervous and more clumsy than usual. My concentration for studying is poor, though I do manage to do it in the end.",Catastrophizing,10
1425,"In addition, whenever there’s a phone call from an unknown number, I will also panic and it makes my heart beats faster!",Catastrophizing,10
1426,"When I was in the last year of diploma, that is in 6th sem, I failed in a subject due to overconfidence, and then after everything changed, my one year was wasted and I couldn’t join engineering, in this one year I kept on thinking of my year back, I was depressed all the time, feeling lonely.",All-or-Nothing Thinking,1
1427,Whenever it comes to arguments I am always the one who is put down by the others.,Mind Reading,5
1428,I have a great fear of heart testing and any type of test that requires my heart to be monitored. I’m afraid they will find something wrong.,Emotional Reasoning,6
1429,I have never got love. Because of all this my self esteem is gone way low.,Disqualifying the Positive,9
1430,i feel ashamed of being like this as i come from a loving family and have great friends and a great life so why do i feel this way!?!,Should Statements,7
1431,"But the thought often dominates my thoughts. Planning out how such an attack would go, thinking about how the media would react, ect. ",Mind Reading,5
1432,"While things in his life were not improving, our relationship was still going well. But the past few weeks it has taken a turn.  ",Emotional Reasoning,6
1433,I hate humans. They discust me and their motives confuse me.,Overgeneralizing,2
1434,"In fact, I believe that my father planned everything before escaping back to his home country instead of “searching for work” there.",Emotional Reasoning,6
1435,These weird invisible people are really overwhelming me and are making it so I can’t focus at all in class.,Emotional Reasoning,6
1436,He told me as an older sister I should safe him from disasters with girls by letting him touch and kiss me so he wouldn’t look like a fool when he tried it.,Should Statements,7
1437,"They laugh that I spend my time searching up universities in other countries because I want to get far, far away from here. Even the school counselor laughs at me, and I feel like I’m not worth saying that I have problems.",Mind Reading,5
1438,"I really can’t stop thinking about ending my life. My whole family hates me, my mother says I’m a disappointment, my dad isn’t in my life anymore, and my sister she bates me so much, my brother is in the navy but he acts like be cares about me when really doesn’t I can tell.",All-or-Nothing Thinking,1
1439,"I always considered this normal and human, especially for someone my age, but it’s gotten to the point where I honestly can’t tell the difference between what I really believe in and what I think I do.",Should Statements,7
1440,"Hello, my boyfriend is great to me in person.",Disqualifying the Positive,9
1441,"My father and i have always shared a loving and fulfilling relationship but my mother is not mentally healthy, so sometimes i feel like there’s a gap that needs to be filled within my heart.",Labeling,3
1442,"I am exhausted each day, I cannot focus on my school-work and we argue about this because I bring up how uncomfortable I am.",Catastrophizing,10
1443,"Though they both see psychiatrists for meds, neither are in therapy anymore since “it doesn’t work.”",Overgeneralizing,2
1444,"I’ve always tried to be an extrovert, despite my agoraphobia, I try my best. I’m nice to most people, I write comedic songs, I perform these things and I try to like everyone, but I have this problem.",Should Statements,7
1445,I have been worrying about my boyfriend possibly cheating on me since we first starting going out. I have no reason not to trust him and he is truly the sweetest man I know.,Emotional Reasoning,6
1446,"It feels like the earth is moving, I tend to twitch my body parts (etc: head,palms) and have an extreme anger for no reason at all.",Emotional Reasoning,6
1447,I worked on myself for my own sake because I realized I had lost everything.,Catastrophizing,10
1448,"I’ve lost all motivation to do anything. I have a lack of interest in things, and all of my emotions have been becoming extremely dull.",Disqualifying the Positive,9
1449,Also if I am walking by someone and they whisper to someone else or laugh I get paranoid and feel it is about me. Also I can walk by people and in my mind violent aggressive fictional scenarios play out about this person and me even if they are a stranger as if something inside me is going to make me attack them though I dont want to.,Mind Reading,5
1450,"i have problem with my temper and i grew up with a bad tempered father, i easily snapped when something really irritated me ",Should Statements,7
1451,"Often my coworkers will try to treat me like a doormat by having me do the majority of the work while they do almost nothing at all. If I say something, they’ll hate me.",Mind Reading,5
1452,NOBODY knows about it and I haven’t talked to anybody about it. I feel stupid and ashamed of it.,Labeling,3
1453,I thought for a long time that I am the only person in the world having thoughts like that and there is no help for me but recently I thought I might try to search for answers.,Should Statements,7
1454,I can’t remember the last time I was relaxed or completely free of these pains.,Disqualifying the Positive,9
1455,Literally the only thing I desperately need is a prescription. Mainly I just don’t want to go through the horrific withdrawal effects.,Catastrophizing,10
